R,theta_net_deg,predicted_benefit_deg
0.23071350010779235,12.130043729482663,-69.87986571223298
0.10893471101632501,21.64249142649075,-284.7857327132007
0.11220145209299337,16.36341788560897,-286.0814275548326
0.05267902804618174,14.833525275988983,-309.4694287681808
0.06087654815994736,12.753412516605351,-306.0931169416531
0.2246621987728309,9.545538532893325,-272.47838567967256
0.04109630281667731,13.417234217798267,-312.77610525742654
0.8209996273924409,7.928587294318102,-149.77190904769606
0.19799500259715686,6.467175413473567,-279.57035379933626
0.43366136321666415,9.53577597577845,-240.4483785168837
0.00371881797015694,18.926055588112476,-331.1927486225064
0.9398054253449029,4.801286190149539,-169.85016823103828
0.10374600965469805,6.051933785451069,-302.392430009938
0.8196358294129799,13.161427501453792,-188.8171315139072
0.029219776924837793,15.108436216517424,-317.1163011129082
0.9068035658151257,8.213374315220953,-160.86263743871802
0.006470012181747142,7.925921665678513,-334.2912817806055
0.2164242324504415,12.840685360200418,-273.88794080933775
0.14846960249763408,4.363983475151183,-292.1183923137527
0.11012778864247863,7.542616055297867,-300.3781556883281
0.7454663534667108,7.9776850797336225,-201.31740926663372
0.23846823632642955,25.00123874831989,-255.6828262217728
0.27219591259851783,8.431145734281888,-261.69970472766295
0.07139849794317221,29.601690061967453,-285.85986221960974
0.6221745761524412,12.060018566826004,-211.43981537530064
0.7207958286405195,15.716808224711928,-195.52691128251504
0.014582670399077902,7.951980395821949,-334.15621832385006
0.4080073850341349,16.103394024471893,-237.9195292339962
0.3064352623624351,12.10658298040888,-254.91538631827805
0.00032829320137295337,14.544201909575767,-343.02018782984
0.001755873504627803,12.809422125039372,-335.9430151040202
0.030711083243225468,23.584740314899822,-306.45261395075545
0.05354221635793999,6.477633935929645,-318.98015732975267
0.3213431012091572,12.052934518001974,-253.58966636905376
0.001809879862231356,6.217636363685094,-345.5376076805427
0.9627424263093953,16.48161355332479,-168.16672933791148
0.8705044605368556,12.974811419103787,-153.15735558027112
0.14841559443073926,8.394645671828952,-289.10534644854215
0.009530870198048103,15.234775164273312,-330.6218945211493
0.04627265504617539,18.822285014599714,-304.88585000350434
0.16102003013967103,16.00431706118361,-277.4766882006545
0.28408782767359986,16.856074666901776,-254.85646576483614
0.029223830326956413,14.07970772551577,-318.34318939176643
0.6248095452305527,10.458252531972363,-213.6612500880134
0.07305140563570278,12.982706263073636,-304.2227635346129
0.9481132601591922,4.546326058959016,-166.32668890285274
0.577977566382273,8.068964230445735,-222.85466128028224
0.18423741467994126,13.331043535420193,-273.74532560356175
0.10926696146058767,16.492485752692023,-290.3991772346578
0.05082481820918239,10.766875944288184,-313.1537099553558
0.6347152743658748,10.785950892301418,-209.5027009045794
0.4567548235164596,11.755503238367808,-101.27303815033396
0.003420660294245592,6.380987977584136,-345.060202905531
0.7476089045687928,12.411995278214182,-140.26794015739256
0.9754274023300462,6.656603896054519,-177.90371590164384
0.04068602850597158,14.450099843772906,-311.29041096700627
0.0038559914492097835,11.04416053628353,-338.1034559775754
0.33748568287755876,13.503284936867782,-249.3415749020139
0.35866647500234583,12.657527048827854,-248.0808911094493
0.13350831134883745,5.557121905844902,-293.06618143730293
0.3711910994292069,21.481007910707387,-234.92852530418952
0.07837899090185174,19.521435333482156,-293.7435924821098
0.04428880617718811,15.590530629379188,-310.64192797067284
0.007947108059608632,9.764220765622571,-334.95755755354276
0.08467897929372059,21.902018720023815,-289.41196667380194
0.02354485640384396,12.488950888711669,-318.4722469787694
0.01239855450457994,17.634766650869985,-323.5134933723052
0.7403291795562024,17.017963709036113,-191.6574030876164
0.16467720781805484,5.8002244240154575,-283.547340574979
0.28478144887522006,11.76021456177742,-256.6404305764625
0.04179262266745243,23.11142392375809,-303.6346041573794
0.014881849114978918,10.731406479444953,-324.22875646786883
0.5283080707323728,8.81114092596212,-228.61401825257977
0.061821489046698375,22.670240608972993,-296.1236205612851
0.22039446393507578,15.724807845290966,-267.74246635080954
0.018485200086009845,13.995630603934814,-322.32156936223026
0.3959814714897083,8.411971006604391,-243.37126434762897
0.019637447632364968,4.002473992937771,-333.78740322557195
0.9829908914317592,6.161349336133495,-176.04623519822866
0.07820120946806997,15.616291097721641,-299.1013428614851
0.5477786692649723,10.3987790299574,-218.2592303532626
0.00113161835178055,22.105545916841088,-332.81653825136095
0.2086269851783169,12.46730409642301,-66.08331457144621
0.0945020720159312,5.884383138903864,-304.9281822184815
0.2293504985309993,14.48485308601674,-63.52682744715746
0.30202795608202604,14.1611420543581,-253.22677748921697
0.08560052040085808,6.896058722678796,-305.6433256659243
0.07126525720683197,21.280841747948084,-295.65950356150813
0.043940269193043724,2.8417812353857306,-322.0230845900525
0.023321875501100542,9.352151457551745,-323.009594516297
0.24586757984423901,11.483688662897537,-265.2800352584568
0.35182044746482233,9.232472124049986,-252.33185137251664
0.2773505018674718,14.989404807776193,-258.37826714749883
0.6893250870523815,9.66895428935557,-206.46524126443657
0.028791387904286703,19.94352104966097,-312.70781219890483
0.21186272236725312,13.205074932867191,-269.802943204003
0.01979023009196601,17.450665521358022,-319.92215761690255
0.3060889699106497,10.87880056863873,-256.1360204103016
0.0039801671732258015,21.44877751806932,-329.55790598035145
0.023566460674133927,11.094878104154093,-323.5406574058069
0.08247299039725775,18.89100817566887,-294.56868404584606
0.23515760976047073,12.051011887353363,-264.4975437421903
0.059535470994644735,12.780423373086565,-306.7884253616654
0.325549104124395,22.17297799763657,-241.11452707739076
0.008052690961197762,6.850018190272152,-335.4534810076425
0.054567873412678436,23.635312702626116,-298.81248816725196
0.026407951974627752,11.370644096418278,-320.99305657041475
0.01838342110547897,19.648705673295773,-319.96120281180504
0.5777137731946167,8.80280955522342,-220.50462113661112
0.09965407100264767,16.882858682388342,-291.8444496896958
0.05250162998011587,6.162779502639472,-316.95988615694387
0.0804951512179658,9.702581773642445,-303.61659755209587
0.036431631015653054,7.1823890090192615,-322.2365731937884
0.0004165381158460768,20.079720842821313,-336.76370246561254
0.1260087214060157,14.011061641574717,-290.64224170334387
0.6069616712017254,9.891743562305477,-220.23733327976868
0.20614120937909042,5.653141695723107,-279.2585888637461
0.039174565466451705,19.73040945938787,-308.3308971874544
0.027248911544761945,14.941120017894788,-317.5167873654329
0.042767418443468985,8.921404677904441,-318.7345951563217
0.003404108815924567,21.648279607157754,-326.8711637346514
0.1550512492061933,15.845139273852551,-279.8613951713058
0.07960473975522553,3.9063601192488258,-308.53007776882197
0.2944485267275214,10.741651437886217,-80.14646237805047
0.00046741894977775367,27.09394000468958,-328.8411014011039
0.02017123741574134,14.486523606698487,-321.3948839561264
8.917637093763808e-06,20.981195004255728,-337.47833210116676
0.21514523972541444,13.282128904584184,-267.1862802467235
0.7833223463863292,6.749489877604278,-146.45633564215657
0.18029149576001302,7.768792598343471,-279.5370930878699
0.08413455219180432,16.37988730965557,-295.0892179031718
0.9505593479700472,7.094454463464443,-169.89247898761414
0.47780607729668045,4.592435417033304,-110.25729433967258
0.8488669925975003,12.161421098606894,-148.9234460667705
0.0009051203283716447,14.154906303928232,-340.5175341784959
0.05139508852333263,25.047664755442973,-297.56854374414894
0.6754379755554449,16.69462183455084,-201.59046571181224
0.00034040962250247997,25.64015427734568,-329.7902101670414
0.24076700454822952,17.09606512244837,-261.9022132564727
0.004920078148817231,25.439845822107994,-323.3828374034734
0.45277010411294893,10.389050444981494,-235.80867199623913
0.004247503575842915,4.542172012383233,-342.52688885343434
0.7813661658827447,12.857513612083874,-192.03765675746405
0.6038611511017986,4.2010250253247365,-124.13078994671976
0.052122031452162765,8.36003476717566,-316.03594080179187
0.03613270869413998,14.370906537386265,-314.2623002222399
0.5389244608433981,13.62749046008027,-220.50568277517255
0.3217313255730575,16.099176834643142,-247.9050707412312
0.03256969172051638,26.574162284490008,-304.3194012506936
0.8642711832933979,11.416299853463293,-185.41462573151477
0.5814459106254584,11.883832073085307,-219.10859635635694
0.009115018324918234,7.825689586799317,-333.51035972911006
0.21467485276830378,7.1399082341115125,-279.70073081203094
0.2852992423257964,17.935442782719853,-255.3330736752593
0.006278993825439616,18.541365670243678,-329.4497345773334
0.9628440850921953,9.835517003905853,-174.46562322688908
0.020801460511603365,10.419098040459186,-324.8973617356503
0.036029430792811734,21.604690753253713,-307.5934889659354
0.6789180078933514,5.970481176468783,-210.5763715816774
0.9636793826950112,7.2422412722921345,-176.39025029989185
0.018277435802062425,10.226981450816037,-325.08511007738707
0.465564000415971,17.56367734274857,-227.80178357311715
0.16322099390093125,20.373173100680894,-272.48441506450007
0.14240593594203044,10.681415732837054,-287.8306837053461
0.7842743912346102,8.467529595401347,-151.90486751353177
0.04642467305911491,11.736378036089848,-313.5146729274816
0.020017476160980263,13.423175570348496,-322.97757762875324
0.0067458826444014575,20.344095111363497,-325.49431509418673
0.0002868324778153575,9.087043863673355,-346.9379133692591
0.0011900498539094695,18.423777275881008,-331.8040057097238
0.21804550757276764,9.776906696133427,-272.98971794254317
0.03140508753817994,12.147317557618107,-316.8005950413923
0.39315652649836585,22.644227978884636,-230.1959044051344
0.051780353732309714,13.090956539444763,-308.74428891501145
0.00023139292160456737,19.68714325515011,-335.7944009871042
0.7114693983945937,2.3639670862186537,-211.81997031878151
0.5745106899910557,7.816160058018117,-220.09940417281635
0.34424600851071063,5.428719880599285,-254.85793845573355
0.9076881972599926,11.48345964618021,-156.92899099200778
0.4999781170721609,7.386677684068017,-236.033265418239
0.39529369810587656,18.81266201486319,-236.05261701131235
0.299495624769475,23.97842717900982,-244.8410048814878
0.05212063301842518,21.387961639785676,-300.79038583303367
0.04158714700602362,8.404133001487464,-316.9328861478679
0.030304200952846472,9.38425182629681,-320.5631899471916
0.36928809796798434,17.838072757104595,-238.49373235734532
0.08377709613565276,10.818291833545159,-301.02574717231903
0.00038270629597025874,13.746011877505156,-343.9198446314871
0.05027916476631533,9.302654665595904,-319.5354454943888
0.9524096388606988,5.564854436758465,-164.08354462690343
0.1744165814445533,9.69551914374435,-281.88386042023456
0.019881453979942454,4.738524209377424,-330.7230600750824
0.7118100121502284,12.351939392222398,-200.15543793284883
0.49100493816585233,13.035159499597025,-230.42897749375513
0.05189035091855232,13.979615415223558,-309.2929414939091
0.33908007486864034,14.655933340919246,-247.37545742240846
0.0008361992177656763,7.833033052566237,-347.8179533689165
0.039879779119786574,3.5997372592988905,-321.3946207826547
0.05576100261223205,21.26737454242885,-300.25998021843304
0.22869625056784282,7.111253758819789,-278.9286765822901
